title,price,region,city,rooms,area_m2,floor,total_floors,year,price_per_m2,floor_ratio,apartment_age,price_category,size_category,district
1-комнатная квартира · 29 м² · 3/6 этаж,24500000,"алатауский р-н, бауыржана момышулы 11/14а",алматы,1,29.0,3,6,2025,844827.5862068966,0.5,1,mid,small,алатауский р-н
3-комнатная квартира · 86 м² · 9/17 этаж,85000000,"ауэзовский р-н, микрорайон мамыр-1 26/1",алматы,3,86.0,9,17,2022,988372.0930232558,0.5294117647058824,4,luxury,large,ауэзовский р-н
3-комнатная квартира · 60 м² · 5/5 этаж,15000000,микрорайон сатпаева 5,балхаш,3,60.0,5,5,1983,250000.0,1.0,43,budget,medium,unknown
1-комнатная квартира · 41.7 м² · 5/5 этаж,21000000,"мкр болашак, злиха тамшыбаева — алдабергенова",талдыкорган,1,41.7,5,5,2015,503597.1223021582,1.0,11,mid,medium,unknown
1-комнатная квартира · 31.8 м² · 2/5 этаж,4800000,1 мкр 4,кульсары,1,31.8,2,5,1986,150943.3962264151,0.4,40,budget,small,unknown
2-комнатная квартира · 43 м² · 4/5 этаж,13000000,сулейменова 58,кызылорда,2,43.0,4,5,1974,302325.5813953488,0.8,52,budget,medium,unknown
2-комнатная квартира · 53 м² · 8/9 этаж,23500000,герасимова 2,костанай,2,53.0,8,9,2015,443396.22641509434,0.8888888888888888,11,mid,medium,unknown
2-комнатная квартира · 48.6 м² · 5/7 этаж,24000000,"есильский р-н, сарытогай 13",астана,2,48.6,5,7,2023,493827.16049382713,0.7142857142857143,3,mid,medium,есильский р-н
3-комнатная квартира · 70 м² · 9/9 этаж,13000000,пр. металлургов,темиртау,3,70.0,9,9,1979,185714.2857142857,1.0,47,budget,medium,unknown
3-комнатная квартира · 84.1 м² · 5/6 этаж,34000000,микр наурыз 3б,костанай,3,84.1,5,6,2013,404280.61831153394,0.8333333333333334,13,high,large,unknown
2-комнатная квартира · 40 м² · 4/4 этаж,5800000,абая 12 12,есиль,2,40.0,4,4,1985,145000.0,1.0,41,budget,small,unknown
1-комнатная квартира · 42.4 м² · 5/5 этаж,19000000,абулкасымова 132 — рынка,кокшетау,1,42.4,5,5,2021,448113.2075471698,1.0,5,mid,medium,unknown
3-комнатная квартира · 66.1 м² · 6/9 этаж,26000000,энергетиков 116/2 — рядом есть школа 21 поликлиника новый дом,экибастуз,3,66.1,6,9,2019,393343.41906202724,0.6666666666666666,7,mid,medium,unknown
4-комнатная квартира · 138.2 м² · 2/9 этаж,59000000,мкр. алтын орда 11.л,актобе,4,138.2,2,9,2022,426917.51085383503,0.2222222222222222,4,high,very_large,unknown
3-комнатная квартира · 76.5 м² · 1/5 этаж,18000000,ул. шакшака жанибека 99,аркалык,3,76.5,1,5,2024,235294.11764705883,0.2,2,mid,large,unknown
4-комнатная квартира · 122.8 м² · 5/9 этаж,47000000,первомайская 37,семей,4,122.8,5,9,1982,382736.1563517915,0.5555555555555556,44,high,very_large,unknown
4-комнатная квартира · 77 м² · 5/5 этаж,15500000,мкр каратау 27,тараз,4,77.0,5,5,1972,201298.7012987013,1.0,54,mid,large,unknown
1-комнатная квартира · 37.3 м² · 2/9 этаж,20000000,"есильский р-н, е11 10",астана,1,37.3,2,9,2018,536193.0294906166,0.2222222222222222,8,mid,small,есильский р-н
2-комнатная квартира · 50 м² · 4/5 этаж,13600000,қойбақова 12,тараз,2,50.0,4,5,1992,272000.0,0.8,34,budget,medium,unknown
2-комнатная квартира · 45 м² · 9/9 этаж,24000000,"сарайшык р-н, нажимеденова 17 — улы дала",астана,2,45.0,9,9,2022,533333.3333333334,1.0,4,mid,medium,сарайшык р-н
3-комнатная квартира · 63.4 м² · 5/9 этаж,33000000,мангелик ел 17,семей,3,63.4,5,9,1977,520504.7318611987,0.5555555555555556,49,high,medium,unknown
3-комнатная квартира · 84 м² · 4/9 этаж,30000000,жилой массив есет батыр 11в — нур сити,актобе,3,84.0,4,9,2015,357142.85714285716,0.4444444444444444,11,mid,large,unknown
1-комнатная квартира · 36.4 м² · 6/9 этаж,37500000,"ауэзовский р-н, мкр таугуль 12 — дежнева уг.пятницкого",алматы,1,36.4,6,9,1988,1030219.7802197803,0.6666666666666666,38,high,small,ауэзовский р-н
2-комнатная квартира · 50 м² · 7/9 этаж,11000000,3а микрорайон,темиртау,2,50.0,7,9,1977,220000.0,0.7777777777777778,49,budget,medium,unknown
3-комнатная квартира · 63.1 м² · 6/6 этаж,25700000,жана ауыл 7/2,семей,3,63.1,6,6,2022,407290.01584786054,1.0,4,mid,medium,unknown
3-комнатная квартира · 93 м² · 8/9 этаж,45000000,назарбаева 283/3,павлодар,3,93.0,8,9,2021,483870.96774193546,0.8888888888888888,5,high,large,unknown
2-комнатная квартира · 47 м² · 4/5 этаж,23500000,чкалова 4,костанай,2,47.0,4,5,1981,500000.0,0.8,45,mid,medium,unknown
2-комнатная квартира · 50 м² · 5/5 этаж,16000000,геринга 6,павлодар,2,50.0,5,5,1982,320000.0,1.0,44,mid,medium,unknown
3-комнатная квартира · 74 м² · 12/14 этаж,30888888,"алматы р-н, мустафина",астана,3,74.0,12,14,2011,417417.4054054054,0.8571428571428571,15,high,large,алматы р-н
1-комнатная квартира · 36 м² · 4/5 этаж,6300000,"1 мкр — больница,роддом, школа, садик,рынок",туркестан,1,36.0,4,5,1990,175000.0,0.8,36,budget,small,unknown
1-комнатная квартира · 42 м² · 1/5 этаж,13500000,"мкр самал, мкрн самал 15",атырау,1,42.0,1,5,2024,321428.5714285714,0.2,2,budget,medium,unknown
2-комнатная квартира · 45 м² · 1/5 этаж,15000000,"мкр привокзальный-5, 5 мкр 20",атырау,2,45.0,1,5,1983,333333.3333333333,0.2,43,budget,medium,unknown
3-комнатная квартира · 63 м² · 5/5 этаж,16000000,т.аубакирова  36 41,каркаралинск,3,63.0,5,5,1977,253968.25396825396,1.0,49,mid,medium,unknown
3-комнатная квартира · 62 м² · 2/5 этаж,13000000,6 микрорайон,темиртау,3,62.0,2,5,1970,209677.4193548387,0.4,56,budget,medium,unknown
2-комнатная квартира · 57 м² · 2/7 этаж,16400000,9-й мкр 20,актау,2,57.0,2,7,1990,287719.29824561405,0.2857142857142857,36,mid,medium,unknown
1-комнатная квартира · 40 м² · 8/9 этаж,11500000,мкр береке 21,атырау,1,40.0,8,9,2020,287500.0,0.8888888888888888,6,budget,small,unknown
2-комнатная квартира · 49 м² · 3/7 этаж,14000000,4-й мкр 57,актау,2,49.0,3,7,1969,285714.28571428574,0.42857142857142855,57,budget,medium,unknown
3-комнатная квартира · 64 м² · 5/5 этаж,10000000,1 1 — в районе черная речка,атырау,3,64.0,5,5,1980,156250.0,1.0,46,budget,medium,unknown
2-комнатная квартира · 45 м² · 1/5 этаж,16300000,мухита 129 — возле казииту через дорогу.,уральск,2,45.0,1,5,1974,362222.22222222225,0.2,52,mid,medium,unknown
2-комнатная квартира · 48 м² · 5/9 этаж,21500000,"казыбек би р-н, мкр новый город, алиханова 34 — рядом вечный огонь и парк победы,дворец детства и юношества.тдрц бегопарк.",караганда,2,48.0,5,9,1969,447916.6666666667,0.5555555555555556,57,mid,medium,казыбек би р-н
2-комнатная квартира · 45 м² · 5/5 этаж,9500000,атазан 5,кенжеколь,2,45.0,5,5,1982,211111.11111111112,1.0,44,budget,medium,unknown
4-комнатная квартира · 86 м² · 3/4 этаж,19000000,1а 60 — рн хлебозавода,лисаковск,4,86.0,3,4,1981,220930.23255813954,0.75,45,mid,large,unknown
2-комнатная квартира · 68 м² · 5/9 этаж,40000000,"есильский р-н, а бокейхана 17 — бухар жырау",астана,2,68.0,5,9,2016,588235.2941176471,0.5555555555555556,10,high,medium,есильский р-н
1-комнатная квартира · 33.9 м² · 1/8 этаж,13000000,"квартал авиатор-2, бокенбай батыра 155/7",актобе,1,33.9,1,8,2014,383480.8259587021,0.125,12,budget,small,unknown
1-комнатная квартира · 40 м² · 8/9 этаж,19100000,герасимова 8,костанай,1,40.0,8,9,2017,477500.0,0.8888888888888888,9,mid,small,unknown
1-комнатная квартира · 31 м² · 1/5 этаж,8200000,"мкр жилгородок, актюбинская",актобе,1,31.0,1,5,1991,264516.12903225806,0.2,35,budget,small,unknown
1-комнатная квартира · 35.2 м² · 6/9 этаж,19700000,микрорайон береке 62,костанай,1,35.2,6,9,2021,559659.0909090908,0.6666666666666666,5,mid,small,unknown
1-комнатная квартира · 47 м² · 6/6 этаж,15000000,мкр. алтын орда 24е,актобе,1,47.0,6,6,2024,319148.93617021275,1.0,2,budget,medium,unknown
1-комнатная квартира · 33 м² · 1/4 этаж,21000000,"ауэзовский р-н, мкр №8 — шаляпина",алматы,1,33.0,1,4,1966,636363.6363636364,0.25,60,mid,small,ауэзовский р-н
3-комнатная квартира · 163 м² · 10/38 этаж,133000000,"сарыарка р-н, желтоксан 2/3 — бухарбай батыр - желтоксан",астана,3,163.0,10,38,2010,815950.9202453988,0.2631578947368421,16,luxury,very_large,сарыарка р-н
1-комнатная квартира · 38 м² · 2/5 этаж,13500000,"аль-фарабийский р-н, рашидова 55 — ориентир дархан базар. кафе ширин",шымкент,1,38.0,2,5,1986,355263.15789473685,0.4,40,budget,small,аль-фарабийский р-н
1-комнатная квартира · 33.42 м² · 5/6 этаж,27500000,"турксибский р-н, мкр кайрат 716/16",алматы,1,33.42,5,6,2025,822860.5625374027,0.8333333333333334,1,mid,small,турксибский р-н
1-комнатная квартира · 31 м² · 3/5 этаж,7300000,панфилова 25,кызылорда,1,31.0,3,5,1971,235483.87096774194,0.6,55,budget,small,unknown
3-комнатная квартира · 65 м² · 3/9 этаж,50500000,"алмалинский р-н, мкр тастак-2 8",алматы,3,65.0,3,9,1985,776923.0769230769,0.3333333333333333,41,high,medium,алмалинский р-н
1-комнатная квартира · 38.26 м² · 9/9 этаж,24999999,"нура р-н, улы дала 28 — туран",астана,1,38.26,9,9,2024,653423.9153162573,1.0,2,mid,small,нура р-н
2-комнатная квартира · 50.3 м² · 4/5 этаж,11300000,4 микрорайон,абай,2,50.3,4,5,1993,224652.0874751491,0.8,33,budget,medium,unknown
3-комнатная квартира · 68.2 м² · 2/9 этаж,26000000,5 микрорайон 37,аксай,3,68.2,2,9,1990,381231.67155425216,0.2222222222222222,36,mid,medium,unknown
2-комнатная квартира · 61 м² · 2/9 этаж,20500000,мкр 12,актобе,2,61.0,2,9,2010,336065.5737704918,0.2222222222222222,16,mid,medium,unknown
1-комнатная квартира · 30 м² · 4/5 этаж,8600000,габдуллина 61,кокшетау,1,30.0,4,5,1973,286666.6666666667,0.8,53,budget,small,unknown
3-комнатная квартира · 61 м² · 3/5 этаж,21900000,9микрорайон 13,костанай,3,61.0,3,5,1980,359016.39344262297,0.6,46,mid,medium,unknown
4-комнатная квартира · 62 м² · 2/5 этаж,18500000,машхур жусупа 42б,экибастуз,4,62.0,2,5,1971,298387.0967741936,0.4,55,mid,medium,unknown
2-комнатная квартира · 40 м² · 4/4 этаж,47500000,"алмалинский р-н, шевченко 48",алматы,2,40.0,4,4,1962,1187500.0,1.0,64,high,small,алмалинский р-н
2-комнатная квартира · 50 м² · 4/4 этаж,16400000,"аль-фарабийский р-н, момыш улы 8б — арбат",шымкент,2,50.0,4,4,1965,328000.0,1.0,61,mid,medium,аль-фарабийский р-н
1-комнатная квартира · 41 м² · 4/5 этаж,16500000,"туран р-н, мкр верхний отырар 60",шымкент,1,41.0,4,5,1992,402439.0243902439,0.8,34,mid,medium,туран р-н
2-комнатная квартира · 70 м² · 5/9 этаж,34500000,​база отдыха теплый пляж 119 — 30 метров от rixsos,актау,2,70.0,5,9,2024,492857.14285714284,0.5555555555555556,2,high,medium,unknown
1-комнатная квартира · 36.5 м² · 9/15 этаж,25500000,"нура р-н, туран 71",астана,1,36.5,9,15,2024,698630.1369863014,0.6,2,mid,small,нура р-н
1-комнатная квартира · 60 м² · 3/4 этаж,20000000,зеренда 55,зеренда,1,60.0,3,4,2026,333333.3333333333,0.75,0,mid,medium,unknown
2-комнатная квартира · 70 м² · 3/12 этаж,43000000,сырым батыра 99/3 — тулеметова,шымкент,2,70.0,3,12,2022,614285.7142857143,0.25,4,high,medium,unknown
2-комнатная квартира · 52.5 м² · 5/6 этаж,25000000,юбилейный 39,костанай,2,52.5,5,6,2018,476190.4761904762,0.8333333333333334,8,mid,medium,unknown
2-комнатная квартира · 52 м² · 1/3 этаж,36000000,"наурызбайский р-н, илтипат 59г — шаляпина яссауи",алматы,2,52.0,1,3,2019,692307.6923076923,0.3333333333333333,7,high,medium,наурызбайский р-н
2-комнатная квартира · 50 м² · 2/2 этаж,17500000,"туран р-н, 4-й микрорайон, 4-й микрорайон 5",шымкент,2,50.0,2,2,1990,350000.0,1.0,36,mid,medium,туран р-н
3-комнатная квартира · 60 м² · 2/5 этаж,17000000,"мкр жилгородок, муканова 1",атырау,3,60.0,2,5,1975,283333.3333333333,0.4,51,mid,medium,unknown
3-комнатная квартира · 70 м² · 5/5 этаж,14000000,тоқмағамбетов 1 50 — доктор мом аптека,кызылорда,3,70.0,5,5,1978,200000.0,1.0,48,budget,medium,unknown
4-комнатная квартира · 87 м² · 4/5 этаж,20000000,микрорайон 6 26в,новая бухтарма,4,87.0,4,5,1990,229885.05747126436,0.8,36,mid,large,unknown
2-комнатная квартира · 54.7 м² · 4/21 этаж,98000000,"бостандыкский р-н, аль-фараби 27/2 — сейфуллина",алматы,2,54.7,4,21,2022,1791590.4936014623,0.19047619047619047,4,luxury,medium,бостандыкский р-н
2-комнатная квартира · 89 м² · 3/9 этаж,26000000,самал 88,уральск,2,89.0,3,9,2025,292134.8314606742,0.3333333333333333,1,mid,large,unknown
3-комнатная квартира · 75 м² · 8/9 этаж,38000000,байтурсынова 65,семей,3,75.0,8,9,2021,506666.6666666667,0.8888888888888888,5,high,large,unknown
2-комнатная квартира · 63 м² · 4/5 этаж,26000000,анжерская — возле кооперативного института,караганда,2,63.0,4,5,2022,412698.4126984127,0.8,4,mid,medium,unknown
2-комнатная квартира · 47.8 м² · 2/5 этаж,18000000,"алихана бокейханова р-н, майкудук, мкр восток-2 15",караганда,2,47.8,2,5,1982,376569.0376569038,0.4,44,mid,medium,алихана бокейханова р-н
2-комнатная квартира · 64 м² · 4/9 этаж,30000000,"алматы р-н, жумабаева 60/4 — айнаколь",астана,2,64.0,4,9,2023,468750.0,0.4444444444444444,3,mid,medium,алматы р-н
1-комнатная квартира · 30.4 м² · 2/5 этаж,12700000,олжабай батыра 60/1 — олжабай батыра,павлодар,1,30.4,2,5,1982,417763.15789473685,0.4,44,budget,small,unknown
2-комнатная квартира · 52 м² · 4/5 этаж,24500000,павлова 44,костанай,2,52.0,4,5,1982,471153.8461538461,0.8,44,mid,medium,unknown
3-комнатная квартира · 71 м² · 3/5 этаж,25500000,"туран р-н, мкр верхний отырар 55 — мвд",шымкент,3,71.0,3,5,1990,359154.92957746476,0.6,36,mid,large,туран р-н
2-комнатная квартира · 57 м² · 3/4 этаж,16000000,"мкр ""шыгыс 2"" 380",актау,2,57.0,3,4,2017,280701.7543859649,0.75,9,mid,medium,unknown
2-комнатная квартира · 47 м² · 3/5 этаж,22000000,"енбекшинский р-н, торекулова 204",шымкент,2,47.0,3,5,1982,468085.10638297873,0.6,44,mid,medium,енбекшинский р-н
3-комнатная квартира · 80 м² · 1/4 этаж,35000000,"есильский р-н, е 496 10/2",астана,3,80.0,1,4,2019,437500.0,0.25,7,high,large,есильский р-н
3-комнатная квартира · 68 м² · 9/9 этаж,14000000,ккмзина 27,аксу,3,68.0,9,9,1976,205882.35294117648,1.0,50,budget,medium,unknown
2-комнатная квартира · 53.5 м² · 5/5 этаж,15000000,12-й мкр 10,актау,2,53.5,5,5,1977,280373.8317757009,1.0,49,budget,medium,unknown
2-комнатная квартира · 46 м² · 2/5 этаж,12500000,гарышкерлер 56,жезказган,2,46.0,2,5,1968,271739.1304347826,0.4,58,budget,medium,unknown
3-комнатная квартира · 74 м² · 2/5 этаж,17000000,молодежная 67/2,шахтинск,3,74.0,2,5,1995,229729.72972972973,0.4,31,mid,large,unknown
2-комнатная квартира · 65 м² · 7/8 этаж,35000000,"сарайшык р-н, нажметдинова 34 — жумабаева",астана,2,65.0,7,8,2017,538461.5384615385,0.875,9,high,medium,сарайшык р-н
3-комнатная квартира · 82 м² · 7/10 этаж,80000000,"алмалинский р-н, айтиева 44",алматы,3,82.0,7,10,2004,975609.756097561,0.7,22,luxury,large,алмалинский р-н
3-комнатная квартира · 90 м² · 1/10 этаж,45000000,16-й мкр  63/2,актау,3,90.0,1,10,2019,500000.0,0.1,7,high,large,unknown
2-комнатная квартира · 65.3 м² · 5/5 этаж,24900000,"5-й микрорайон, 5 микрорайон 8 — рынок саяхат",костанай,2,65.3,5,5,2005,381316.99846860644,1.0,21,mid,medium,unknown
2-комнатная квартира · 47 м² · 6/13 этаж,37000000,"ауэзовский р-н, райымбека",алматы,2,47.0,6,13,2024,787234.0425531915,0.46153846153846156,2,high,medium,ауэзовский р-н
1-комнатная квартира · 35 м² · 11/18 этаж,23300000,"нура р-н, улы дала — ұлы дала",астана,1,35.0,11,18,2026,665714.2857142857,0.6111111111111112,0,mid,small,нура р-н
1-комнатная квартира · 40 м² · 6/9 этаж,15500000,"мкр. алтын орда, ораз татеулы 8",актобе,1,40.0,6,9,2017,387500.0,0.6666666666666666,9,mid,small,unknown
3-комнатная квартира · 71 м² · 3/5 этаж,18200000,9 мкр 45,тараз,3,71.0,3,5,1989,256338.02816901408,0.6,37,mid,large,unknown
2-комнатная квартира · 63 м² · 11/13 этаж,50000000,"алмалинский р-н, муратбаева 14",алматы,2,63.0,11,13,2020,793650.7936507936,0.8461538461538461,6,high,medium,алмалинский р-н
1-комнатная квартира · 45 м² · 8/11 этаж,28500000,победы 70а,костанай,1,45.0,8,11,2024,633333.3333333334,0.7272727272727273,2,mid,medium,unknown
2-комнатная квартира · 48 м² · 2/5 этаж,24500000,кобыланды батыра 60,костанай,2,48.0,2,5,1975,510416.6666666667,0.4,51,mid,medium,unknown
2-комнатная квартира · 45 м² · 2/5 этаж,15500000,гагарина 99 — урдинская,уральск,2,45.0,2,5,1980,344444.44444444444,0.4,46,mid,medium,unknown
3-комнатная квартира · 58 м² · 5/5 этаж,19000000,"мкр привокзальный-3а, 3а 52а — мурагера",атырау,3,58.0,5,5,1990,327586.2068965517,1.0,36,mid,medium,unknown
3-комнатная квартира · 65 м² · 3/5 этаж,26500000,сары арка 2 — хавал  автосалон,жезказган,3,65.0,3,5,1991,407692.3076923077,0.6,35,mid,medium,unknown
2-комнатная квартира · 54 м² · 4/5 этаж,29800000,"турксибский р-н, мкр 13-й военный городок, булавина 24",алматы,2,54.0,4,5,1987,551851.8518518518,0.8,39,mid,medium,турксибский р-н
2-комнатная квартира · 51 м² · 2/9 этаж,14500000,"ауэзова 81а — магазин нива, 8 школа",аксу,2,51.0,2,9,1979,284313.7254901961,0.2222222222222222,47,budget,medium,unknown
2-комнатная квартира · 52 м² · 8/10 этаж,24900000,"мкр нурсая, абулхайыр хана 51а",атырау,2,52.0,8,10,2022,478846.1538461539,0.8,4,mid,medium,unknown
2-комнатная квартира · 69 м² · 7/9 этаж,23000000,мкр. зачаганск пгт мункеулы 83/2,уральск,2,69.0,7,9,2014,333333.3333333333,0.7777777777777778,12,mid,medium,unknown
3-комнатная квартира · 66 м² · 9/9 этаж,23500000,"мкр 12 26 — гостиница дастан, школа, супермаркет, садик",актобе,3,66.0,9,9,1992,356060.6060606061,1.0,34,mid,medium,unknown
2-комнатная квартира · 63 м² · 5/9 этаж,61000000,"наурызбайский р-н, аскарова асанбая 21/20",алматы,2,63.0,5,9,2015,968253.9682539683,0.5555555555555556,11,luxury,medium,наурызбайский р-н
2-комнатная квартира · 51 м² · 5/5 этаж,37000000,"наурызбайский р-н, мкр рахат 8 — аскарова",алматы,2,51.0,5,5,1991,725490.1960784313,1.0,35,high,medium,наурызбайский р-н
1-комнатная квартира · 35 м² · 2/5 этаж,11500000,хименко,петропавловск,1,35.0,2,5,1985,328571.4285714286,0.4,41,budget,small,unknown
2-комнатная квартира · 40 м² · 5/9 этаж,26000000,"есильский р-н, е-321 6/2",астана,2,40.0,5,9,2024,650000.0,0.5555555555555556,2,mid,small,есильский р-н
3-комнатная квартира · 63.61 м² · 8/9 этаж,21000000,"алихана бокейханова р-н, майкудук, майкудук, мкр голубые пруды 4",караганда,3,63.61,8,9,2005,330136.77094796416,0.8888888888888888,21,mid,medium,алихана бокейханова р-н
3-комнатная квартира · 59 м² · 2/2 этаж,12500000,каблисса,балпык би,3,59.0,2,2,1976,211864.40677966102,1.0,50,budget,medium,unknown
5-комнатная квартира · 225 м² · 2/2 этаж,180000000,рейша 12,усть-каменогорск,5,225.0,2,2,2026,800000.0,1.0,0,luxury,very_large,unknown
3-комнатная квартира · 72 м² · 4/5 этаж,18500000,победы 70/1,шахтинск,3,72.0,4,5,1990,256944.44444444444,0.8,36,mid,large,unknown
2-комнатная квартира · 45 м² · 3/5 этаж,7200000,абая 62,шахтинск,2,45.0,3,5,1963,160000.0,0.6,63,budget,medium,unknown
2-комнатная квартира · 52 м² · 1/4 этаж,60000000,"медеуский р-н, тулебаева — айтеки-би",алматы,2,52.0,1,4,1965,1153846.1538461538,0.25,61,high,medium,медеуский р-н
2-комнатная квартира · 70 м² · 3/3 этаж,32000000,160 квартал 2/4,туркестан,2,70.0,3,3,2022,457142.85714285716,1.0,4,high,medium,unknown
3-комнатная квартира · 66.4 м² · 4/5 этаж,40000000,"жетысуский р-н, мкр айнабулак-3 126 — палладина",алматы,3,66.4,4,5,1984,602409.6385542168,0.8,42,high,medium,жетысуский р-н
2-комнатная квартира · 52.2 м² · 1/5 этаж,18500000,назарбаева 244/1,уральск,2,52.2,1,5,1987,354406.1302681992,0.2,39,mid,medium,unknown
2-комнатная квартира · 81 м² · 6/9 этаж,120000000,"медеуский р-н, кабанбай батыра 51",алматы,2,81.0,6,9,2015,1481481.4814814816,0.6666666666666666,11,luxury,large,медеуский р-н
1-комнатная квартира · 43 м² · 3/9 этаж,28000000,"наурызбайский р-н, мкр шугыла, жунисова — толе би - алатау",алматы,1,43.0,3,9,2021,651162.7906976744,0.3333333333333333,5,mid,medium,наурызбайский р-н
2-комнатная квартира · 58.4 м² · 6/9 этаж,23900000,кобыланды батыра 10а,костанай,2,58.4,6,9,2024,409246.5753424658,0.6666666666666666,2,mid,medium,unknown
1-комнатная квартира · 37.5 м² · 2/14 этаж,17000000,17-й мкр 6,актау,1,37.5,2,14,2011,453333.3333333333,0.14285714285714285,15,mid,small,unknown
1-комнатная квартира · 42 м² · 10/10 этаж,29000000,микрорайон береке 79,костанай,1,42.0,10,10,2025,690476.1904761905,1.0,1,mid,medium,unknown
1-комнатная квартира · 48 м² · 7/9 этаж,29000000,"жетысуский р-н, мкр кулагер 34",алматы,1,48.0,7,9,2006,604166.6666666666,0.7777777777777778,20,mid,medium,жетысуский р-н
3-комнатная квартира · 93.25 м² · 8/14 этаж,75000000,"алматы р-н, шамши калдаяков 44",астана,3,93.25,8,14,2023,804289.544235925,0.5714285714285714,3,luxury,large,алматы р-н
1-комнатная квартира · 43 м² · 5/9 этаж,20000000,абылай хана 1,кокшетау,1,43.0,5,9,2019,465116.27906976745,0.5555555555555556,7,mid,medium,unknown
1-комнатная квартира · 31.8 м² · 3/5 этаж,15500000,челюскенцев,семей,1,31.8,3,5,1972,487421.38364779874,0.6,54,mid,small,unknown
4-комнатная квартира · 160 м² · 5/5 этаж,115000000,"медеуский р-н, мкр самал-3 119",алматы,4,160.0,5,5,1984,718750.0,1.0,42,luxury,very_large,медеуский р-н
3-комнатная квартира · 63.2 м² · 2/5 этаж,62000000,"медеуский р-н, жибек жолы 37",алматы,3,63.2,2,5,1991,981012.658227848,0.4,35,luxury,medium,медеуский р-н
2-комнатная квартира · 90 м² · 8/10 этаж,35890980,"мкр. алтын орда, мкр. батыс-2",актобе,2,90.0,8,10,2021,398788.6666666667,0.8,5,high,large,unknown
2-комнатная квартира · 42.7 м² · 5/5 этаж,10200000,поповича 23,глубокое,2,42.7,5,5,1976,238875.8782201405,1.0,50,budget,medium,unknown
3-комнатная квартира · 95 м² · 7/10 этаж,71000000,"наурызбайский р-н, мкр каргалы, кенесары хана 54/11",алматы,3,95.0,7,10,2012,747368.4210526316,0.7,14,luxury,large,наурызбайский р-н
1-комнатная квартира · 43 м² · 19/20 этаж,19000000,кенесары 70а — жубанова,астана,1,43.0,19,20,2013,441860.4651162791,0.95,13,mid,medium,unknown
2-комнатная квартира · 53 м² · 4/25 этаж,21500000,"казыбек би р-н, мкр юго-восток, ашимова 24",караганда,2,53.0,4,25,2021,405660.37735849054,0.16,5,mid,medium,казыбек би р-н
3-комнатная квартира · 60 м² · 1/4 этаж,41000000,"ауэзовский р-н, мкр №5",алматы,3,60.0,1,4,1968,683333.3333333334,0.25,58,high,medium,ауэзовский р-н
2-комнатная квартира · 40 м² · 8/9 этаж,9000000,"мкр. зачаганск пгт, нурсултана назарбаева 148/1",уральск,2,40.0,8,9,1988,225000.0,0.8888888888888888,38,budget,small,unknown
2-комнатная квартира · 50 м² · 4/5 этаж,19000000,"мкр. зачаганск пгт, саратовская 25",уральск,2,50.0,4,5,1994,380000.0,0.8,32,mid,medium,unknown
3-комнатная квартира · 60 м² · 4/4 этаж,40000000,"ауэзовский р-н, мкр №3 22 — сайна абая",алматы,3,60.0,4,4,1963,666666.6666666666,1.0,63,high,medium,ауэзовский р-н
2-комнатная квартира · 59.2 м² · 6/13 этаж,54000000,"ауэзовский р-н, кабдолова 14 — алтынсарина кабдолова",алматы,2,59.2,6,13,2021,912162.1621621621,0.46153846153846156,5,high,medium,ауэзовский р-н
1-комнатная квартира · 47 м² · 9/9 этаж,27500000,"абайский р-н, мкр акжайык, к. толеметова 85",шымкент,1,47.0,9,9,2023,585106.3829787234,1.0,3,mid,medium,абайский р-н
3-комнатная квартира · 90 м² · 9/10 этаж,44000000,"казыбек би р-н, мкр юго-восток, 137-й учётный квартал 349 — центр бокса",караганда,3,90.0,9,10,2022,488888.8888888889,0.9,4,high,large,казыбек би р-н
2-комнатная квартира · 43 м² · 2/4 этаж,10500000,космонавтов 11,рудный,2,43.0,2,4,1961,244186.0465116279,0.5,65,budget,medium,unknown
2-комнатная квартира · 40 м² · 7/12 этаж,38700000,"есильский р-н, бухар жырау, 31",астана,2,40.0,7,12,2024,967500.0,0.5833333333333334,2,high,small,есильский р-н
3-комнатная квартира · 78 м² · 9/9 этаж,36000000,"каратауский р-н, мкр туран-2 — возле 144 школы",шымкент,3,78.0,9,9,2021,461538.46153846156,1.0,5,high,large,каратауский р-н
2-комнатная квартира · 54 м² · 3/6 этаж,33800000,"наурызбайский р-н, мкр шугыла жунисова дом-10 к8 — жунисова/толе би",алматы,2,54.0,3,6,2019,625925.925925926,0.5,7,high,medium,наурызбайский р-н
2-комнатная квартира · 48 м² · 2/5 этаж,15800000,"алихана бокейханова р-н, майкудук, мкр восток-2 11",караганда,2,48.0,2,5,1981,329166.6666666667,0.4,45,mid,medium,алихана бокейханова р-н
1-комнатная квартира · 33.6 м² · 5/5 этаж,14500000,проспект сатпаева 36,усть-каменогорск,1,33.6,5,5,1985,431547.61904761905,1.0,41,budget,small,unknown
2-комнатная квартира · 50 м² · 6/9 этаж,18500000,14-й мкр 32б,актау,2,50.0,6,9,1984,370000.0,0.6666666666666666,42,mid,medium,unknown
3-комнатная квартира · 82 м² · 3/10 этаж,29900000,мкр жана орда 1,уральск,3,82.0,3,10,2008,364634.14634146343,0.3,18,mid,large,unknown
4-комнатная квартира · 120 м² · 4/9 этаж,46500000,"мкр. алтын орда, молдагулова",актобе,4,120.0,4,9,2010,387500.0,0.4444444444444444,16,high,very_large,unknown
